id_venta,fecha,id_cliente,id_producto,cantidad,metodo_pago,estado,id_empleado,total_ventas
863,08/05/2024,234,23,5,4,Completa,104,"$199.500,00"
864,8/5/2024,308,7,2,5,Pendiente,103,"$43.000,00"
865,8/5/2024,250,16,6,3,Cancelada,131,"$109.800,00"
866,8/5/2024,173,29,6,4,Completa,102,"$109.800,00"
867,8/5/2024,50,31,1,5,Completa,128,"$8.990,00"
868,8/5/2024,283,21,4,5,Pendiente,110,"$102.800,00"
869,8/5/2024,250,35,5,3,Pendiente,123,"$199.500,00"
870,9/5/2024,225,26,4,4,Completa,101,"$102.800,00"
871,9/5/2024,192,24,6,4,Completa,129,"$109.800,00"
872,9/5/2024,244,30,5,1,Completa,108,"$199.500,00"
873,9/5/2024,215,32,5,1,Completa,121,"$199.500,00"
874,9/5/2024,66,6,5,5,Completa,109,"$199.500,00"
875,10/05/2024,161,16,3,5,Completa,117,"$176.700,00"
876,10/05/2024,301,13,2,3,Completa,131,"$43.000,00"
877,10/05/2024,216,3,1,4,Pendiente,107,"$8.990,00"
878,10/05/2024,81,11,2,4,Completa,115,"$43.000,00"
879,10/05/2024,54,7,4,4,Pendiente,128,"$102.800,00"
880,10/05/2024,46,6,1,4,Completa,119,"$8.990,00"
881,10/5/2024,103,10,4,5,Completa,113,"$102.800,00"
882,10/5/2024,14,8,4,1,Pendiente,122,"$102.800,00"
883,10/5/2024,151,13,4,5,Completa,101,"$102.800,00"
884,10/5/2024,156,27,6,5,Completa,116,"$109.800,00"
885,10/5/2024,75,37,2,5,Completa,120,"$43.000,00"
886,10/5/2024,59,4,1,1,Completa,108,"$8.990,00"
887,10/5/2024,73,26,3,1,Completa,124,"$176.700,00"
888,10/5/2024,45,28,3,4,Pendiente,119,"$176.700,00"
889,10/5/2024,45,18,2,4,Completa,127,"$43.000,00"
890,10/5/2024,114,38,2,5,Pendiente,105,"$43.000,00"
891,11/05/2024,180,33,1,3,Completa,111,"$8.990,00"
892,11/05/2024,9,8,2,5,Completa,122,"$43.000,00"
893,11/05/2024,325,24,1,1,Completa,132,"$8.990,00"
894,11/5/2024,115,27,3,4,Completa,107,"$176.700,00"
895,11/5/2024,184,23,1,5,Pendiente,116,"$8.990,00"
896,11/5/2024,222,4,5,5,Completa,124,"$199.500,00"
897,11/5/2024,138,15,4,2,Completa,103,"$102.800,00"
898,11/5/2024,56,18,5,4,Pendiente,118,"$199.500,00"
899,11/5/2024,265,3,6,5,Completa,129,"$109.800,00"
900,11/5/2024,301,3,2,5,Completa,113,"$43.000,00"
901,11/5/2024,103,10,5,5,Completa,120,"$199.500,00"
902,11/5/2024,56,27,3,5,Completa,102,"$176.700,00"
903,11/5/2024,185,27,3,5,Completa,110,"$176.700,00"
904,12/05/2024,237,26,3,5,Pendiente,119,"$176.700,00"
905,12/05/2024,98,34,3,1,Completa,117,"$176.700,00"
906,12/05/2024,281,11,1,4,Completa,126,"$8.990,00"
907,12/5/2024,59,5,3,5,Completa,130,"$176.700,00"
908,12/5/2024,112,18,5,5,Completa,105,"$199.500,00"
909,12/5/2024,119,17,4,5,Pendiente,111,"$102.800,00"
910,12/5/2024,288,32,6,1,Pendiente,114,"$109.800,00"
911,12/5/2024,76,12,6,1,Completa,123,"$109.800,00"
912,13/05/2024,21,34,4,5,Completa,127,"$102.800,00"
913,13/05/2024,180,26,3,3,Completa,122,"$176.700,00"
914,13/05/2024,316,37,6,4,Completa,104,"$109.800,00"
915,13/5/2024,271,27,3,5,Completa,103,"$176.700,00"
916,13/5/2024,102,31,3,5,Completa,131,"$176.700,00"
917,13/5/2024,231,30,3,5,Pendiente,102,"$176.700,00"
918,13/5/2024,265,6,1,1,Completa,128,"$8.990,00"
919,13/5/2024,36,3,2,5,Completa,110,"$43.000,00"
920,13/5/2024,49,6,6,4,Completa,123,"$109.800,00"
921,13/05/2024,180,26,3,3,Completa,101,"$176.700,00"
922,14/05/2024,12,36,5,4,Completa,129,"$199.500,00"
923,14/05/2024,247,28,1,1,Completa,108,"$8.990,00"
924,14/05/2024,326,9,1,5,Pendiente,121,"$8.990,00"
925,14/05/2024,281,37,4,1,Completa,126,"$102.800,00"
926,14/5/2024,113,37,6,1,Completa,117,"$109.800,00"
927,14/5/2024,96,31,2,4,Completa,131,"$43.000,00"
928,14/5/2024,24,32,3,5,Completa,107,"$176.700,00"
929,14/5/2024,314,12,5,3,Completa,115,"$199.500,00"
930,14/5/2024,117,8,2,4,Completa,128,"$43.000,00"
931,14/5/2024,220,26,4,4,Completa,119,"$102.800,00"
932,14/5/2024,283,21,4,3,Completa,113,"$102.800,00"
933,15/05/2024,316,38,5,4,Completa,122,"$199.500,00"
934,15/5/2024,18,29,2,2,Completa,101,"$43.000,00"
935,15/5/2024,283,9,1,4,Completa,116,"$8.990,00"
936,15/5/2024,54,28,5,3,Completa,120,"$199.500,00"
937,15/5/2024,6,5,2,3,Completa,108,"$43.000,00"
938,15/5/2024,146,37,1,5,Completa,124,"$8.990,00"
939,15/5/2024,25,9,3,4,Completa,119,"$176.700,00"
940,16/05/2024,24,20,3,5,Completa,127,"$176.700,00"
941,16/05/2024,193,23,1,3,Completa,105,"$8.990,00"
942,16/5/2024,115,19,2,5,Completa,111,"$43.000,00"
943,16/5/2024,57,11,6,1,Completa,122,"$109.800,00"
944,16/5/2024,191,26,3,1,Completa,132,"$176.700,00"
945,16/5/2024,307,29,3,1,Completa,107,"$176.700,00"
946,16/5/2024,63,20,6,1,Completa,116,"$109.800,00"
947,16/5/2024,6,21,6,5,Completa,124,"$109.800,00"
948,16/5/2024,262,2,1,1,Pendiente,103,"$8.990,00"
949,17/5/2024,106,7,4,5,Completa,118,"$102.800,00"
950,17/5/2024,325,28,1,4,Completa,129,"$8.990,00"
951,17/5/2024,119,8,5,4,Completa,113,"$199.500,00"
952,17/5/2024,194,33,5,3,Completa,120,"$199.500,00"
953,17/5/2024,184,4,2,1,Completa,102,"$43.000,00"
954,17/5/2024,311,12,1,3,Completa,110,"$8.990,00"
955,17/5/2024,165,20,2,3,Completa,119,"$43.000,00"
956,17/5/2024,23,25,2,5,Completa,117,"$43.000,00"
957,18/05/2024,273,28,6,1,Pendiente,126,"$109.800,00"
958,18/05/2024,115,6,4,3,Pendiente,130,"$102.800,00"
959,18/5/2024,43,29,3,5,Completa,105,"$176.700,00"
960,18/5/2024,150,37,3,4,Completa,111,"$176.700,00"
961,18/5/2024,275,16,1,1,Completa,114,"$8.990,00"
962,19/05/2024,157,5,6,1,Pendiente,123,"$109.800,00"
963,19/05/2024,130,2,1,3,Completa,127,"$8.990,00"
964,19/05/2024,64,15,1,3,Completa,122,"$8.990,00"
965,19/5/2024,254,34,1,1,Completa,104,"$8.990,00"
966,19/5/2024,91,29,2,4,Completa,103,"$43.000,00"
967,19/5/2024,299,26,5,4,Completa,131,"$199.500,00"
968,19/5/2024,99,17,1,4,Completa,102,"$8.990,00"
969,19/5/2024,64,20,1,1,Completa,128,"$8.990,00"
970,20/05/2024,58,25,3,3,Pendiente,110,"$176.700,00"
971,20/05/2024,271,7,6,2,Completa,123,"$109.800,00"
972,20/05/2024,185,16,1,5,Completa,101,"$8.990,00"
973,20/05/2024,292,38,1,1,Pendiente,129,"$8.990,00"
974,20/5/2024,153,31,1,4,Completa,108,"$8.990,00"
975,20/5/2024,128,14,6,3,Completa,121,"$109.800,00"
976,20/5/2024,189,4,1,4,Completa,128,"$8.990,00"
977,20/5/2024,306,10,4,2,Completa,117,"$102.800,00"
978,20/5/2024,67,36,3,4,Pendiente,131,"$176.700,00"
979,20/5/2024,175,23,2,4,Completa,107,"$43.000,00"
980,20/5/2024,159,15,1,1,Completa,115,"$8.990,00"
981,21/05/2024,24,5,5,4,Pendiente,128,"$199.500,00"
982,21/05/2024,316,23,1,4,Completa,119,"$8.990,00"
983,21/05/2024,101,10,3,3,Pendiente,113,"$176.700,00"
984,21/5/2024,86,2,3,1,Pendiente,122,"$176.700,00"
985,21/5/2024,202,24,3,4,Completa,101,"$176.700,00"
986,21/5/2024,289,26,5,5,Completa,116,"$199.500,00"
987,21/5/2024,281,32,5,3,Completa,120,"$199.500,00"
988,21/5/2024,303,30,5,1,Completa,108,"$199.500,00"
989,22/05/2024,115,5,3,5,Pendiente,124,"$176.700,00"
990,22/05/2024,234,13,2,5,Completa,119,"$43.000,00"
991,22/05/2024,287,1,1,4,Completa,127,"$8.990,00"
992,22/5/2024,249,21,3,4,Completa,105,"$176.700,00"
993,22/5/2024,144,5,6,5,Pendiente,111,"$109.800,00"
994,22/5/2024,69,27,6,1,Completa,122,"$109.800,00"
995,23/05/2024,189,18,2,4,Completa,132,"$43.000,00"
996,23/05/2024,220,22,4,4,Completa,107,"$102.800,00"
997,23/05/2024,317,12,4,4,Completa,116,"$102.800,00"
998,23/05/2024,195,30,4,4,Completa,124,"$102.800,00"
999,23/05/2024,152,14,1,5,Completa,103,"$8.990,00"
1000,23/5/2024,32,29,1,3,Completa,118,"$8.990,00"
1001,23/5/2024,123,31,2,1,Completa,129,"$43.000,00"
1002,23/5/2024,94,24,3,5,Completa,113,"$176.700,00"
1003,23/5/2024,158,21,3,5,Completa,120,"$176.700,00"
1004,23/5/2024,168,29,4,1,Completa,102,"$102.800,00"
1005,23/5/2024,74,13,6,4,Completa,110,"$109.800,00"
1006,23/5/2024,303,15,6,5,Completa,119,"$109.800,00"
1007,24/05/2024,214,2,4,5,Completa,117,"$102.800,00"
1008,24/05/2024,2,5,5,4,Pendiente,126,"$199.500,00"
1009,24/05/2024,231,8,6,5,Completa,130,"$109.800,00"
1010,24/05/2024,307,28,4,5,Completa,105,"$102.800,00"
1011,24/05/2024,93,9,4,1,Completa,111,"$102.800,00"
1012,24/5/2024,248,26,5,3,Completa,114,"$199.500,00"
1013,24/5/2024,197,19,3,4,Completa,123,"$176.700,00"
1014,24/5/2024,119,36,3,4,Pendiente,127,"$176.700,00"
1015,24/5/2024,238,16,5,1,Completa,122,"$199.500,00"
1016,24/5/2024,242,37,5,1,Pendiente,104,"$199.500,00"
1017,25/05/2024,46,30,1,5,Completa,103,"$8.990,00"
1018,25/05/2024,264,10,6,5,Pendiente,131,"$109.800,00"
1019,25/05/2024,139,14,2,5,Pendiente,102,"$43.000,00"
1020,25/5/2024,56,22,5,4,Pendiente,128,"$199.500,00"
1021,25/5/2024,264,25,4,1,Completa,110,"$102.800,00"
1022,25/5/2024,16,7,6,4,Completa,123,"$109.800,00"
1023,25/5/2024,283,11,6,5,Pendiente,101,"$109.800,00"
1024,25/5/2024,311,34,6,3,Completa,129,"$109.800,00"
1025,26/05/2024,21,23,1,5,Completa,108,"$8.990,00"
1026,26/05/2024,213,4,6,1,Completa,121,"$109.800,00"
1027,26/5/2024,44,32,4,4,Completa,109,"$102.800,00"
1028,26/5/2024,241,5,3,3,Cancelada,117,"$176.700,00"
1029,26/5/2024,264,22,1,5,Completa,131,"$8.990,00"
1030,26/5/2024,210,5,6,4,Pendiente,107,"$109.800,00"
1031,26/5/2024,68,5,3,4,Completa,115,"$176.700,00"
1032,26/5/2024,205,23,5,4,Pendiente,128,"$199.500,00"
1033,26/5/2024,266,38,2,3,Completa,119,"$43.000,00"
1034,27/05/2024,138,33,4,3,Pendiente,113,"$102.800,00"
1035,27/05/2024,136,20,1,4,Completa,122,"$8.990,00"
1036,27/05/2024,39,16,1,4,Completa,101,"$8.990,00"
1037,27/5/2024,145,19,2,1,Completa,116,"$43.000,00"
1038,27/5/2024,148,35,3,3,Pendiente,120,"$176.700,00"
1039,27/5/2024,146,8,3,1,Completa,108,"$176.700,00"
1040,27/5/2024,220,31,2,1,Completa,124,"$43.000,00"
1041,27/5/2024,90,2,1,4,Completa,119,"$8.990,00"
1042,27/5/2024,235,17,3,5,Completa,127,"$176.700,00"
1043,27/5/2024,176,30,2,4,Completa,105,"$43.000,00"
1044,27/5/2024,56,9,3,5,Pendiente,111,"$176.700,00"
1045,28/05/2024,194,12,4,4,Completa,122,"$102.800,00"
1046,28/5/2024,182,29,5,1,Completa,132,"$199.500,00"
1047,28/5/2024,89,17,3,3,Pendiente,107,"$176.700,00"
1048,28/5/2024,127,25,5,1,Completa,116,"$199.500,00"
1049,28/5/2024,319,3,2,4,Pendiente,124,"$43.000,00"
1050,28/5/2024,108,35,4,4,Completa,103,"$102.800,00"
1051,28/5/2024,248,38,1,3,Completa,118,"$8.990,00"
1052,29/05/2024,132,30,5,4,Completa,129,"$199.500,00"
1053,29/05/2024,240,26,5,2,Completa,113,"$199.500,00"
1054,29/05/2024,304,38,5,4,Completa,120,"$199.500,00"
1055,29/5/2024,26,17,3,1,Completa,102,"$176.700,00"
1056,29/5/2024,127,28,2,5,Completa,110,"$43.000,00"
1057,29/5/2024,7,26,6,1,Completa,119,"$109.800,00"
1058,29/5/2024,87,26,2,3,Completa,117,"$43.000,00"
1059,29/5/2024,180,15,5,4,Pendiente,126,"$199.500,00"
1060,30/05/2024,70,27,5,4,Pendiente,130,"$199.500,00"
1061,30/05/2024,97,28,5,4,Completa,105,"$199.500,00"
1062,30/05/2024,211,26,1,4,Completa,111,"$8.990,00"
1063,30/05/2024,159,10,2,1,Completa,114,"$43.000,00"
1064,30/5/2024,243,32,6,4,Completa,123,"$109.800,00"
1065,30/5/2024,311,27,4,4,Completa,127,"$102.800,00"
1066,30/5/2024,82,5,2,4,Completa,122,"$43.000,00"
1067,30/5/2024,282,8,4,5,Completa,104,"$102.800,00"
1068,30/5/2024,308,27,4,3,Completa,103,"$102.800,00"
1069,31/05/2024,118,8,5,2,Completa,131,"$199.500,00"
1070,31/05/2024,242,9,3,1,Pendiente,102,"$176.700,00"
1071,31/05/2024,77,12,2,1,Completa,128,"$43.000,00"
1072,31/5/2024,285,27,3,4,Completa,110,"$176.700,00"
1073,31/5/2024,313,32,4,4,Pendiente,123,"$102.800,00"
1074,31/5/2024,234,24,5,5,Completa,101,"$199.500,00"
1075,31/5/2024,198,16,4,3,Completa,129,"$102.800,00"
1076,31/5/2024,84,34,5,1,Completa,108,"$199.500,00"
1077,31/5/2024,312,3,3,5,Completa,121,"$176.700,00"
1078,31/5/2024,66,22,1,3,Completa,101,"$8.990,00"
1079,01/06/2024,37,15,3,1,Completa,117,"$176.700,00"
1080,01/06/2024,165,11,6,2,Pendiente,131,"$109.800,00"
1081,01/06/2024,75,25,3,2,Completa,107,"$176.700,00"
1082,01/06/2024,185,31,6,1,Pendiente,115,"$109.800,00"
1083,01/06/2024,252,15,6,4,Completa,128,"$109.800,00"
1084,01/06/2024,149,35,4,1,Completa,119,"$102.800,00"
1085,01/06/2024,51,27,1,5,Completa,113,"$8.990,00"
1086,1/6/2024,300,31,5,4,Completa,122,"$199.500,00"
1087,1/6/2024,165,29,1,5,Completa,101,"$8.990,00"
1088,1/6/2024,213,31,5,5,Pendiente,116,"$199.500,00"
1089,1/6/2024,211,36,6,3,Completa,120,"$109.800,00"
1090,1/6/2024,124,29,2,4,Completa,108,"$43.000,00"
1091,1/6/2024,66,27,5,5,Pendiente,124,"$199.500,00"
1092,1/6/2024,277,24,3,3,Completa,119,"$176.700,00"
1093,1/6/2024,5,9,4,2,Pendiente,127,"$102.800,00"
1094,02/06/2024,11,30,3,5,Completa,105,"$176.700,00"
1095,02/06/2024,316,21,5,4,Completa,111,"$199.500,00"
1096,02/06/2024,138,5,5,4,Completa,122,"$199.500,00"
1097,02/06/2024,83,17,2,1,Pendiente,132,"$43.000,00"
1098,02/06/2024,229,25,4,4,Completa,107,"$102.800,00"
1099,02/06/2024,210,24,5,5,Completa,116,"$199.500,00"
1100,02/06/2024,104,4,2,2,Completa,124,"$43.000,00"
1101,2/6/2024,154,5,5,3,Completa,103,"$199.500,00"
1102,2/6/2024,200,6,3,2,Completa,118,"$176.700,00"
1103,2/6/2024,33,38,6,1,Completa,129,"$109.800,00"
1104,2/6/2024,265,8,3,5,Pendiente,113,"$176.700,00"
1105,2/6/2024,136,1,6,2,Completa,120,"$109.800,00"
1106,2/6/2024,31,23,2,1,Completa,102,"$43.000,00"
1107,2/6/2024,144,28,3,1,Completa,110,"$176.700,00"
1108,2/6/2024,235,30,4,4,Pendiente,119,"$102.800,00"
1109,2/6/2024,158,8,3,5,Completa,117,"$176.700,00"
1110,2/6/2024,144,17,4,1,Completa,126,"$102.800,00"
1111,03/06/2024,176,36,5,4,Completa,130,"$199.500,00"
1112,3/6/2024,167,2,3,3,Completa,105,"$176.700,00"
1113,3/6/2024,311,8,5,5,Completa,111,"$199.500,00"
1114,3/6/2024,81,9,5,1,Completa,114,"$199.500,00"
1115,3/6/2024,49,27,6,4,Completa,123,"$109.800,00"
1116,3/6/2024,276,14,6,1,Completa,127,"$109.800,00"
1117,3/6/2024,126,29,2,1,Completa,122,"$43.000,00"
1118,3/6/2024,69,21,5,1,Completa,104,"$199.500,00"
1119,3/6/2024,279,34,4,5,Pendiente,103,"$102.800,00"
1120,3/6/2024,97,34,1,5,Completa,131,"$8.990,00"
1121,3/6/2024,48,21,2,4,Completa,102,"$43.000,00"
1122,04/06/2024,7,9,4,1,Completa,128,"$102.800,00"
1123,04/06/2024,195,32,1,5,Completa,110,"$8.990,00"
1124,04/06/2024,303,28,1,3,Completa,123,"$8.990,00"
1125,04/06/2024,242,13,5,3,Completa,101,"$199.500,00"
1126,4/6/2024,171,37,3,5,Completa,129,"$176.700,00"
1127,4/6/2024,108,5,3,4,Completa,108,"$176.700,00"
1128,4/6/2024,114,9,1,4,Completa,121,"$8.990,00"
1129,4/6/2024,218,32,3,5,Completa,101,"$176.700,00"
1130,4/6/2024,156,14,6,5,Completa,125,"$109.800,00"
1131,4/6/2024,197,19,2,4,Completa,102,"$43.000,00"
1132,05/06/2024,106,21,6,5,Completa,131,"$109.800,00"
1133,05/06/2024,324,21,1,1,Completa,118,"$8.990,00"
1134,05/06/2024,292,27,6,5,Completa,106,"$109.800,00"
1135,05/06/2024,29,12,3,3,Completa,121,"$176.700,00"
1136,5/6/2024,134,29,5,4,Completa,112,"$199.500,00"
1137,5/6/2024,307,35,3,5,Completa,117,"$176.700,00"
1138,5/6/2024,223,9,2,5,Completa,129,"$43.000,00"
1139,5/6/2024,313,34,1,5,Completa,115,"$8.990,00"
1140,5/6/2024,298,4,2,3,Completa,104,"$43.000,00"
1141,5/6/2024,127,18,2,2,Completa,113,"$43.000,00"
1142,5/6/2024,282,25,6,4,Completa,122,"$109.800,00"
1143,5/6/2024,305,23,5,4,Completa,111,"$199.500,00"
1144,06/06/2024,17,14,1,3,Completa,127,"$8.990,00"
1145,06/06/2024,258,2,3,3,Completa,108,"$176.700,00"
1146,06/06/2024,86,14,1,3,Completa,120,"$8.990,00"
1147,06/06/2024,109,35,6,3,Completa,101,"$109.800,00"
1148,6/6/2024,125,15,2,1,Completa,114,"$43.000,00"
1149,6/6/2024,5,5,2,3,Completa,123,"$43.000,00"
1150,6/6/2024,11,24,1,4,Completa,119,"$8.990,00"
1151,6/6/2024,130,11,5,4,Completa,132,"$199.500,00"
1152,6/6/2024,194,7,6,4,Pendiente,115,"$109.800,00"
1153,6/6/2024,209,24,3,3,Completa,109,"$176.700,00"
1154,6/6/2024,108,30,1,4,Pendiente,128,"$8.990,00"
1155,07/06/2024,52,9,4,1,Completa,103,"$102.800,00"
1156,7/6/2024,249,20,1,3,Completa,124,"$8.990,00"
1157,7/6/2024,298,18,6,4,Completa,110,"$109.800,00"
1158,7/6/2024,30,13,5,5,Pendiente,132,"$199.500,00"
1159,7/6/2024,169,15,2,1,Completa,105,"$43.000,00"
1160,7/6/2024,290,31,2,3,Pendiente,121,"$43.000,00"
1161,7/6/2024,211,30,3,5,Completa,119,"$176.700,00"
1162,7/6/2024,169,19,2,4,Completa,126,"$43.000,00"
1163,7/6/2024,168,21,4,3,Completa,113,"$102.800,00"
1164,7/6/2024,176,18,1,2,Completa,101,"$8.990,00"
1165,7/6/2024,53,7,5,5,Completa,129,"$199.500,00"
1166,08/06/2024,257,31,6,2,Pendiente,107,"$109.800,00"
1167,08/06/2024,38,30,4,5,Completa,131,"$102.800,00"
1168,08/06/2024,155,14,2,4,Completa,112,"$43.000,00"
1169,08/06/2024,101,38,2,3,Completa,124,"$43.000,00"
1170,08/06/2024,153,35,5,1,Completa,109,"$199.500,00"
1171,8/6/2024,90,15,4,5,Completa,127,"$102.800,00"
1172,8/6/2024,288,28,1,3,Completa,114,"$8.990,00"
1173,8/6/2024,245,20,4,4,Completa,132,"$102.800,00"
1174,8/6/2024,126,21,1,3,Completa,106,"$8.990,00"
1175,8/6/2024,203,22,5,5,Completa,119,"$199.500,00"
1176,8/6/2024,8,26,6,5,Pendiente,102,"$109.800,00"
1177,8/6/2024,238,30,5,5,Completa,121,"$199.500,00"
1178,09/06/2024,194,21,4,5,Completa,125,"$102.800,00"
1179,9/6/2024,304,22,6,5,Completa,104,"$109.800,00"
1180,9/6/2024,40,23,3,4,Completa,107,"$176.700,00"
1181,9/6/2024,226,7,6,5,Completa,125,"$109.800,00"
1182,9/6/2024,187,20,4,5,Completa,102,"$102.800,00"
1183,9/6/2024,234,13,3,1,Pendiente,131,"$176.700,00"
1184,9/6/2024,77,28,2,1,Completa,118,"$43.000,00"
1185,9/6/2024,49,3,6,5,Completa,106,"$109.800,00"
1186,9/6/2024,224,14,3,2,Pendiente,121,"$176.700,00"
1187,10/6/2024,299,31,1,1,Completa,112,"$8.990,00"
1188,10/6/2024,255,8,1,2,Pendiente,117,"$8.990,00"
1189,10/6/2024,171,12,1,4,Completa,129,"$8.990,00"
1190,11/06/2024,200,35,3,4,Completa,115,"$176.700,00"
1191,11/06/2024,201,20,2,3,Completa,104,"$43.000,00"
1192,11/06/2024,66,26,1,1,Completa,113,"$8.990,00"
1193,11/06/2024,55,29,4,5,Completa,122,"$102.800,00"
1194,11/6/2024,49,4,3,4,Completa,111,"$176.700,00"
1195,11/6/2024,272,18,1,3,Completa,127,"$8.990,00"
1196,11/6/2024,139,28,3,5,Completa,108,"$176.700,00"
1197,11/6/2024,53,18,1,5,Completa,120,"$8.990,00"
1198,11/6/2024,151,28,1,2,Completa,101,"$8.990,00"
1199,11/6/2024,184,11,2,4,Completa,114,"$43.000,00"
1200,11/6/2024,234,17,5,4,Completa,123,"$199.500,00"
1201,11/06/2024,200,35,3,4,Completa,119,"$176.700,00"
1202,11/06/2024,201,20,2,3,Completa,132,"$43.000,00"
1203,12/06/2024,250,10,6,5,Completa,115,"$109.800,00"
1204,12/06/2024,148,5,4,4,Completa,109,"$102.800,00"
1205,12/06/2024,118,37,2,4,Pendiente,128,"$43.000,00"
1206,12/6/2024,86,9,5,2,Completa,103,"$199.500,00"
1207,12/6/2024,106,16,3,5,Completa,124,"$176.700,00"
1208,12/6/2024,306,11,1,4,Completa,110,"$8.990,00"
1209,12/6/2024,152,12,5,4,Completa,132,"$199.500,00"
1210,12/6/2024,140,3,3,2,Completa,105,"$176.700,00"
1211,12/6/2024,61,20,3,1,Completa,121,"$176.700,00"
1212,12/6/2024,158,10,6,3,Completa,119,"$109.800,00"
1213,12/6/2024,200,22,4,5,Completa,126,"$102.800,00"
1214,12/6/2024,40,38,2,4,Completa,113,"$43.000,00"
1215,12/6/2024,285,19,5,3,Completa,101,"$199.500,00"
1216,12/6/2024,24,16,6,5,Pendiente,129,"$109.800,00"
1217,12/6/2024,297,31,3,5,Pendiente,107,"$176.700,00"
1218,13/06/2024,128,25,2,4,Completa,131,"$43.000,00"
1219,13/06/2024,125,20,1,4,Completa,112,"$8.990,00"
1220,13/06/2024,129,26,1,3,Completa,124,"$8.990,00"
1221,13/06/2024,186,32,3,5,Completa,109,"$176.700,00"
1222,13/6/2024,19,11,1,5,Completa,127,"$8.990,00"
1223,13/6/2024,152,2,6,1,Completa,114,"$109.800,00"
1224,13/6/2024,77,4,2,3,Completa,132,"$43.000,00"
1225,13/6/2024,231,36,6,5,Completa,106,"$109.800,00"
1226,13/6/2024,172,20,1,5,Completa,119,"$8.990,00"
1227,13/6/2024,72,20,4,4,Completa,102,"$102.800,00"
1228,13/6/2024,259,15,2,1,Completa,121,"$43.000,00"
1229,13/6/2024,50,25,6,5,Completa,125,"$109.800,00"
1230,14/06/2024,148,33,3,5,Completa,104,"$176.700,00"
1231,14/06/2024,249,1,4,5,Pendiente,109,"$102.800,00"
1232,14/06/2024,181,35,2,4,Completa,125,"$43.000,00"
1233,14/6/2024,130,37,3,2,Completa,102,"$176.700,00"
1234,14/6/2024,124,32,2,1,Completa,131,"$43.000,00"
1235,14/6/2024,39,21,6,3,Completa,118,"$109.800,00"
1236,14/6/2024,245,29,5,5,Completa,106,"$199.500,00"
1237,14/6/2024,311,20,5,1,Completa,121,"$199.500,00"
1238,15/06/2024,93,14,3,5,Completa,112,"$176.700,00"
1239,15/06/2024,54,32,3,4,Completa,117,"$176.700,00"
1240,15/06/2024,188,7,5,1,Completa,129,"$199.500,00"
1241,15/06/2024,250,10,3,4,Completa,115,"$176.700,00"
1242,15/06/2024,114,19,5,5,Completa,104,"$199.500,00"
1243,15/6/2024,41,18,5,5,Completa,113,"$199.500,00"
1244,15/6/2024,232,9,1,1,Completa,122,"$8.990,00"
1245,15/6/2024,124,6,2,5,Completa,111,"$43.000,00"
1246,15/6/2024,289,6,1,5,Completa,127,"$8.990,00"
1247,15/6/2024,100,27,5,4,Completa,108,"$199.500,00"
1248,15/6/2024,55,37,5,4,Completa,120,"$199.500,00"
1249,15/6/2024,258,33,4,3,Completa,101,"$102.800,00"
1250,15/6/2024,285,26,2,4,Pendiente,114,"$43.000,00"
1251,15/6/2024,80,35,5,4,Completa,123,"$199.500,00"
1252,15/6/2024,259,37,3,3,Pendiente,119,"$176.700,00"
1253,15/06/2024,114,19,5,5,Completa,132,"$199.500,00"
1254,16/06/2024,287,27,6,4,Completa,115,"$109.800,00"
1255,16/06/2024,144,23,1,3,Completa,109,"$8.990,00"
1256,16/06/2024,244,30,1,4,Completa,128,"$8.990,00"
1257,16/06/2024,205,3,3,5,Completa,103,"$176.700,00"
1258,16/06/2024,111,29,3,3,Completa,124,"$176.700,00"
1259,16/06/2024,165,4,4,3,Pendiente,110,"$102.800,00"
1260,16/6/2024,134,6,1,3,Pendiente,132,"$8.990,00"
1261,16/6/2024,71,38,2,1,Pendiente,105,"$43.000,00"
1262,16/6/2024,57,19,3,3,Completa,121,"$176.700,00"
1263,16/6/2024,264,1,1,3,Completa,119,"$8.990,00"
1264,16/6/2024,162,1,1,1,Completa,126,"$8.990,00"
1265,16/6/2024,170,7,6,2,Completa,113,"$109.800,00"
1266,16/6/2024,297,12,3,5,Completa,101,"$176.700,00"
1267,16/6/2024,295,35,2,4,Pendiente,129,"$43.000,00"
1268,16/6/2024,38,26,4,3,Completa,107,"$102.800,00"
1269,16/6/2024,218,24,5,3,Completa,131,"$199.500,00"
1270,17/06/2024,29,19,2,3,Pendiente,112,"$43.000,00"
1271,17/6/2024,311,7,4,5,Completa,124,"$102.800,00"
1272,17/6/2024,276,25,5,5,Cancelada,109,"$199.500,00"
1273,17/6/2024,268,18,1,1,Completa,127,"$8.990,00"
1274,17/6/2024,124,36,2,3,Completa,114,"$43.000,00"
1275,17/6/2024,260,8,4,4,Completa,132,"$102.800,00"
1276,17/6/2024,137,29,6,3,Pendiente,106,"$109.800,00"
1277,17/6/2024,235,36,6,3,Completa,119,"$109.800,00"
1278,17/6/2024,233,18,6,4,Completa,102,"$109.800,00"
1279,18/06/2024,235,4,5,5,Completa,121,"$199.500,00"
1280,18/06/2024,245,38,1,4,Completa,125,"$8.990,00"
1281,18/06/2024,201,26,6,1,Completa,104,"$109.800,00"
1282,18/06/2024,152,3,6,4,Completa,109,"$109.800,00"
1283,18/6/2024,133,15,5,1,Pendiente,125,"$199.500,00"
1284,18/6/2024,58,24,4,2,Completa,102,"$102.800,00"
